text,label
Bir anda bütün planın değiştiğini öğrenince şaşırdım.,saskinlik
Kimsenin bilmediği şeyi onun bilmesi beni şaşırttı.,saskinlik
Bu kadar kısa sürede bitirmesine hayret ettim.,saskinlik
Kazandığımı duyunca birkaç saniye konuşamadım.,saskinlik
Böyle bir teklif alacağımı hiç tahmin etmemiştim.,saskinlik
Bir anda karşıma çıkması beni korkutmadı ama çok şaşırttı.,saskinlik
Elektriklerin gelmesiyle herkesin alkışlamaya başlamasına şaşırdım.,saskinlik
Beklenmedik şekilde ismimin söylenmesi beni şaşırttı.,saskinlik
Son anda fikrini değiştirmesine gerçekten şaşırdım.,saskinlik
Uzun süredir görmediğim birini karşımda görünce şaşırdım.,saskinlik
Bu cevabı ondan duymayı hiç beklemiyordum.,saskinlik
Bir anda sınıfta ismimin söylenmesi beni şaşkına çevirdi.,saskinlik
Beklenmedik bir anda gelen mesaj beni şaşırttı.,saskinlik
O kadar farklı görünüyordu ki onu tanımakta zorlandım.,saskinlik
Bir anda herkesin sessizleşmesi beni şaşırttı.,saskinlik
Sonucun açıklanma şekline gerçekten hayret ettim.,saskinlik
Bu kadar büyük bir değişiklik olacağını düşünmemiştim.,saskinlik
Aniden önüme çıkan fırsat beni şaşırttı.,saskinlik
Onun bu başarıyı bu kadar çabuk elde etmesine şaşırdım.,saskinlik
Beklediğimden tamamen farklı bir cevap aldım.,saskinlik
Bir anda telefonuma ödül kazandığıma dair mesaj geldi.,saskinlik
Beni görünce herkesin gülümsemesi şaşırtıcıydı.,saskinlik
Planın tamamen değiştiğini öğrenince şaşkınlık yaşadım.,saskinlik
Bu kadar net konuşmasına şaşırdım.,saskinlik
Hiç beklemediğim bir anda güzel bir sürprizle karşılaştım.,saskinlik
Bunun gerçek olduğuna ilk başta inanamadım.,saskinlik
Bir anda sahneye çağrılınca ne yapacağımı bilemedim.,saskinlik
Gördüğüm manzara karşısında hayranlıkla şaşırdım.,saskinlik
O kişinin bana yardım etmesi beni çok şaşırttı.,saskinlik
Düşündüğümden çok daha farklı bir sonuç çıktı.,saskinlik
Bu kadar kısa sürede geri dönmesine inanamadım.,saskinlik
Beklemediğim anda kapıda onu görünce şaşırdım.,saskinlik
Bir anda herkesin bana baktığını fark edince şaşırdım.,saskinlik
Açıklanan sonuç karşısında birkaç saniye donup kaldım.,saskinlik
Böyle bir başarıyı bu kadar erken beklemiyordum.,saskinlik
Duyduğum haber beni şaşkınlık içinde bıraktı.,saskinlik
Onun böyle sakin kalmasına gerçekten şaşırdım.,saskinlik
Hiç aklımda yokken böyle bir teklif almak beni şaşırttı.,saskinlik
Bir anda herkesin bana sürpriz hazırladığını anladım.,saskinlik
